response_catalog_id|response_catalog_description|response_type_cd|response_catalog_header|severity_cd
41719|You did not report the correct number of Gas Flow Meter Calibration Data records for this test.  This test must be performed at either one or three levels.|CHECK||
41756|You did not report one and only one valid active Unit Capacity record in your monitoring plan for the unit for the hour.|CHECK||
41784|The [testtype] status for [key] could not be determined, because a prior 'PASSED', 'EXC168H' or 'FEW168H' fuel-flow-to-load test for MonitoringSystemID [ID] was missing for [missingff2l].|CHECK||
41788|At least one QA/certification test associated with this monitoring configuration has critical errors.  You must correct all prior or concurrent QA/certification tests in order to submit this quarterly emissions file to be loaded on EPA's host system.|CHECK||
41789|At least one QA/certification test associated with this monitoring configuration has not been evaluated.  You must evaluate all prior or concurrent QA/certification tests in order to complete the evaluation of this quarterly emissions file.|CHECK||
41818|The AverageStackFlowRate will not be recalculated, because the use of a calculated WAF requires the presence of data from all the runs in the RATA.  To determine the AverageStackFlowRate, you should enter all the run data and evaluate the RATA.|CHECK||
41819|You reported a Summary Value record for BCO2, but this location does not belong to the RGGI program during this reporting period.|CHECK||
41820|This check result is obsolete.|CHECK||
41868|You have not reported [incomplete component] component(s) for [key] that is/are active for the entire evaluation period.  If the component(s) was/were not installed during part of the evaluation period, you will not be allowed to report measured emissions using this monitoring system during the period of time when the [incomplete component] component(s) was/were not active.|CHECK||
41870|The test was peformed while the unit was not operating, but this is not valid, because you reported an QA Certification Event record indicating that you needed to perform an online-offline calibration demonstration allowing you to conduct off-line daily calibration tests.  However, you have not reported an online-offline calibration demonstration subsequent to the EventDate and EventHour in the QA Certification Event record.|CHECK||
41892|This check result is obsolete.|CHECK||
41880|The AverageStackFlowRate could not be recalculated because the there were no runs used to determine the wall effects adjustment factor for the operating level.|CHECK||
41881|The AverageStackFlowRate was calculated based on wall effects data reported in the following runs: [runs].  If additional wall effects runs are entered, you will need to recalculate the values in this record.  Based on the currently entered data, it will be more advantageous to use a default WAF with Method D2H rather than measured WAF of [WAF].|CHECK||
41893|You have defined a common pipe [stack/pipe ID] that is linked to the same group of units as another common pipe.  If you have multiple fuel sources that feed the same group of units, you should define multiple fuel flow systems at a single common pipe.|CHECK||
41883|Based on the wall effects data reported in runs [runs], the AverageStackFlowRate was calculated using a default wall effects adjustment factor (WAF).  If additional wall effects runs are entered, you will need to recalculate the values in this record.  You should enter the default WAF of [WAF] on the RATA Summary screen.|CHECK||
41894|The monitoirng plan contains at least one unit that should not be reporting because it is retired or in long-term cold storage.  If the unit is linked to a stack, be sure that you have reported an End Date in the Unit Stack Configuration record, that indicates the date when the unit no longer had to report.|CHECK||
41895|The monitoring plan contains at least one unit that should not be reporting because it has retired or is in long-term cold storage.  You should enter an End Date in the Unit Stack Configuration record that indicates the date when the unit no longer had to report.|CHECK||
41897|The default value [value] reported for [key] is not within the valid range of values for the fuel code [fuel].|CHECK||
41898|The [fieldname] for [key] is not within the range of valid values.  This value must be greater than 0 and less than 1.|CHECK||
41909|For [key] you have not provided required data in [fieldname] for a non-peaking unit.  You must provide this information as soon as you have conducted a load analysis.|CHECK||
41911|The ComponentTypeCode of the component reported for [key] is not appropriate.  A NONQADB extension exemption only applies to GFFM and OFFM monitors.|CHECK||
20098|The value [value] in the field [fieldname] for [key] is not within the range of valid values from [minvalue] to [maxvalue].|CHECK||
20099|You reported a value in field [fieldname] for [key], but this value is only valid for a stack.|CHECK||
20100|You reported [datefield2] which is prior to [datefield1] for [key].|CHECK||
20101|The MonitoringSystemID [ID] has already been assigned to another system for [location].|CHECK||
20102|You reported [datefield2] and [hourfield2], which is prior to [datefield1] and [hourfield1] for [key].|CHECK||
20109|You have not reported a method that is consistent with the system type [system type code] for [key] during the evaluation period.|CHECK||
20110|You reported [value] as the SystemDesignationCode for [key], which is not appropriate for the System Type [Monitor System Type].|CHECK||
